artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity,release_date,artist_id,genres,release_year,region,era
Erick Sermon,Music,Music (feat. Marvin Gaye),6IFOw9Ck9mWHRQgw6QrPYx,0.897,0.466,10,-9.053,0,0.203,1.35e-06,0.0757,0.884,100.01,223133,4,54,2001-08-27,2VX0o9LDIVmKIgpnwdJpOJ,"['hardcore hip hop', 'hip hop']",2001,Other,00s
2Pac,Until The End Of Time,Letter 2 My Unborn,1MruDoJ6IXqy9ar20xfKVx,0.802,0.792,6,-5.41,0,0.19,1.38e-06,0.241,0.743,107.794,235333,4,68,2001-01-01,1ZwdS5xdxEREPySFridCfh,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",2001,West,00s
Ja Rule,Pain Is Love,Livin' It Up,4ToZV7r72wSbVrljaLSp13,0.875,0.774,6,-4.087,1,0.309,0.0,0.0414,0.606,106.027,257133,4,56,2001-10-02,1J2VVASYAamtQ3Bt8wGgA6,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'queens hip hop', 'rap', 'urban contemporary']",2001,East,00s
JAY-Z,The Blueprint (Explicit Version),Izzo (H.O.V.A.),4h5KBcltGefua73AUPYps7,0.618,0.844,1,-4.051,0,0.342,0.000126,0.0634,0.697,84.411,240627,4,68,2001-09-11,3nFkdlSjzX9mRTtwJOzDYB,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",2001,East,00s
J-Kwon,Tipsy,Tipsy - Club Mix,6fqqAsCYfDOtXAD8Ydo06K,0.925,0.741,9,-5.827,0,0.315,0.0,0.044,0.654,93.04,247107,4,52,2001-01-01,1Zz5UxfKSSqc6hpa3xJPCw,"['dirty south rap', 'southern hip hop']",2001,South,00s
DMX,The Great Depression,We Right Here,4jttAL9l4N4cFnrLeYcICI,0.67,0.675,9,-5.637,1,0.196,3.14e-06,0.312,0.686,185.903,267707,4,57,2001-01-01,1HwM5zlC5qNWhJtM00yXzG,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",2001,East,00s
Nate Dogg,Music and Me,I Got Love,52riputZ4Vo5PG9MOSy6r5,0.912,0.416,10,-5.943,0,0.164,0.306,0.09,0.677,90.013,236227,4,61,2001-12-04,1Oa0bMld0A3u5OTYfMzp5h,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']",2001,West,00s
Project Pat,Mista Don't Play: Everythangs Workin,Chickenhead (feat. Three 6 Mafia & La Chat),2rOiZGbR0wwI0ip0wSAK26,0.867,0.739,7,-5.699,1,0.259,0.0,0.121,0.881,156.067,253360,4,64,2001-02-27,08Ld63UgKrJ0nZnCkzHtzc,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'trap']",2001,South,00s
Busta Rhymes,Genesis,Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,4SnTf4ixVZCfQtxHNhky0T,0.697,0.793,6,-4.699,0,0.323,0.0,0.0619,0.56,89.767,238600,4,66,2001-11-07,1YfEcTuGvBQ8xSD1f53UnK,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",2001,East,00s
2Pac,Until The End Of Time,Until The End Of Time,5avQSAKB1dOEeIQBqV4jgW,0.757,0.706,8,-6.665,1,0.203,0.0,0.197,0.375,96.976,266507,4,68,2001-01-01,1ZwdS5xdxEREPySFridCfh,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",2001,West,00s
Nas,Stillmatic,Ether,06UPCXzhIsXnceSXmKLMEY,0.573,0.831,7,-5.586,1,0.433,0.0,0.0909,0.766,76.352,277707,4,60,2001-12-18,20qISvAhX20dpIbOOzGK3q,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']",2001,East,00s
Jermaine Dupri,Instructions (Explicit Version),Welcome to Atlanta (feat. Ludacris),19VTqucnxJuH6kilNdweTh,0.751,0.786,3,-7.441,0,0.383,0.0,0.107,0.679,95.989,200840,4,50,2001-10-30,6nfYGe7IIuuP5bMY1jkJP6,"['atl hip hop', 'contemporary r&b', 'dirty south rap', 'hip pop', 'r&b', 'southern hip hop', 'urban contemporary']",2001,South,00s
Petey Pablo,Diary of a Sinner: 1st Entry,Raise Up,02GwPAncasVL82yC7y2hmN,0.735,0.844,1,-5.215,1,0.167,0.0,0.319,0.742,156.069,286427,4,49,2001-01-01,4Js9eYwAf9rypNtV8pNSw9,"['crunk', 'dirty south rap', 'north carolina hip hop', 'southern hip hop']",2001,South,00s
JAY-Z,The Blueprint (Explicit Version),Renegade,0eK5y1c7WDyWwx6k9SFjbT,0.561,0.774,1,-3.144,0,0.447,1.84e-06,0.189,0.82,77.621,337760,1,68,2001-09-11,3nFkdlSjzX9mRTtwJOzDYB,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",2001,East,00s
Outkast,Big Boi & Dre Present...OutKast,The Whole World (feat. Killer Mike),074v54tSEWLbq3Hu5wf6uh,0.814,0.852,2,-6.176,1,0.401,1.32e-06,0.0288,0.717,184.682,295347,3,51,2001-10-04,1G9G7WwrXka3Z1r7aIDjI7,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",2001,South,00s
Jadakiss,Kiss Tha Game Goodbye,We Gonna Make It,3FYSNSTUCqAZGfwEd8ui4l,0.514,0.961,2,-3.726,0,0.347,1.64e-06,0.146,0.686,87.211,213827,4,52,2001-01-01,5pnbUBPifNnlusY8kTBivi,"['battle rap', 'east coast hip hop', 'hardcore hip hop', 'trap']",2001,East,00s
Fabolous,Ghetto Fabolous,Can't Deny It (feat. Nate Dogg),7K4Aq4awgYvDKEJdEvvl4j,0.916,0.821,4,-4.118,0,0.15,0.0,0.0635,0.592,90.04,306440,4,52,2001-01-01,0YWxKQj2Go9CGHCp77UOyy,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'trap', 'urban contemporary']",2001,Other,00s
Nas,Stillmatic,One Mic,6MMuI4k4Vs5ghtDH5i2hBg,0.783,0.608,0,-5.742,0,0.361,0.0,0.102,0.429,91.672,268667,4,60,2001-12-18,20qISvAhX20dpIbOOzGK3q,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']",2001,East,00s
Foxy Brown,Broken Silence,Oh Yeah,2mSLhpYdxyeKUeiSwdtS6E,0.618,0.691,10,-7.041,0,0.308,3.17e-06,0.0614,0.762,170.446,260827,4,49,2001-01-01,1wvlC6NwleHt1iRD6d5X2C,"['contemporary r&b', 'east coast hip hop', 'hip pop', 'r&b']",2001,East,00s
JAY-Z,The Blueprint (Explicit Version),"Girls, Girls, Girls",0vzb8Ii9B2fP9c0POFGPOZ,0.509,0.952,2,-4.444,0,0.336,0.0,0.135,0.7,83.068,275373,4,68,2001-09-11,3nFkdlSjzX9mRTtwJOzDYB,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",2001,East,00s
Mobb Deep,Infamy,The Learning (Burn) (feat. Big Noyd),20ccLIFUpfzgX5kSbDakH4,0.746,0.736,11,-5.21,0,0.227,5.56e-06,0.0333,0.808,95.58,255093,4,53,2001-12-11,6O2zJ0tId7g07yzHtX0yap,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'queens hip hop']",2001,East,00s
DMX,The Great Depression,Who We Be,1RbnH7qjUyWJWh8kjFIYNw,0.723,0.833,7,-4.879,1,0.15,0.0,0.272,0.616,82.741,287867,4,57,2001-01-01,1HwM5zlC5qNWhJtM00yXzG,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",2001,East,00s
Missy Elliott,Miss E... So Addictive,One Minute Man (feat. Jay-Z) - Remix,4Z1GSvE92RKsxjzrrBJAIT,0.868,0.624,7,-8.84,1,0.321,7.01e-06,0.114,0.646,93.887,275600,4,66,2001-05-14,2wIVse2owClT7go1WT98tk,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']",2001,East,00s
JAY-Z,The Blueprint (Explicit Version),Song Cry,4xHQTdD5oItTLv0rTjM5XN,0.654,0.866,7,-3.318,0,0.151,0.0,0.306,0.505,85.488,302360,4,68,2001-09-11,3nFkdlSjzX9mRTtwJOzDYB,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",2001,East,00s
Ludacris,Word Of Mouf,Saturday (Oooh! Ooooh!),4QKdiLnJ2fnvfLPUldoryF,0.588,0.809,11,-6.327,0,0.412,0.0,0.324,0.696,103.0,230533,4,66,2001-01-01,3ipn9JLAPI5GUEo4y4jcoi,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2001,South,00s
Mobb Deep,Infamy,Hey Luv (Anything) (feat. 112),6IdK1E8oLtVNdPPH9Np6he,0.833,0.68,7,-5.408,1,0.227,0.0,0.189,0.641,98.996,242093,4,53,2001-12-11,6O2zJ0tId7g07yzHtX0yap,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'queens hip hop']",2001,East,00s
Mr. Cheeks,John P. Kelly,"Lights, Camera, Action!",36gOOIQaBwXZVKL5z2vC3Z,0.792,0.93,1,-6.32,1,0.0693,0.0,0.292,0.812,105.505,261027,4,42,2001-01-01,0UeVxCKyBypjQvDCT889zt,['hip pop'],2001,Other,00s
Diddy,The Saga Continues...,Diddy (feat. The Neptunes),3829CDK1kzOgjRU3nNXqFQ,0.797,0.847,6,-1.79,0,0.237,0.000388,0.0566,0.962,100.178,234773,4,62,2001-01-01,59wfkuBoNyhDMQGCljbUbA,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']",2001,East,00s
Fabolous,Ghetto Fabolous,Young'n,0jdkdbnRwNVHJQ6zL84pQs,0.933,0.728,7,-5.902,1,0.148,8.55e-06,0.0717,0.898,108.994,206400,4,52,2001-01-01,0YWxKQj2Go9CGHCp77UOyy,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'trap', 'urban contemporary']",2001,Other,00s
Ja Rule,Pain Is Love,Down A** B**ch,2eTJ14pjbaVBmXKohkTihY,0.482,0.638,1,-6.809,0,0.322,0.0,0.0865,0.578,87.753,332293,4,58,2003-01-01,1J2VVASYAamtQ3Bt8wGgA6,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'queens hip hop', 'rap', 'urban contemporary']",2003,East,00s
Hi-Tek,Hi-Teknology,The Sun God,6hO3OQ7DDZtjYnVh4EaM3B,0.9,0.761,1,-4.557,1,0.0481,0.00019,0.32,0.966,93.429,274827,4,46,2020-01-08,2S3kEShbYaNGvSyJdd7sJg,"['alternative hip hop', 'cincinnati rap', 'hardcore hip hop', 'hip hop']",2020,Other,Current
DMX,...And Then There Was X,Party Up,0LWkaEyQRkF0XAms8Bg1fC,0.51,0.931,11,-3.302,1,0.347,0.0,0.5,0.53,201.936,268867,4,69,1999-12-21,1HwM5zlC5qNWhJtM00yXzG,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",1999,East,90s
Diddy,No Way Out (2014 Remaster),I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster,1yy2DlSDtEt90d54rPDPXz,0.833,0.619,7,-5.595,1,0.0538,2.13e-05,0.159,0.901,109.92,306560,4,65,1997-01-01,59wfkuBoNyhDMQGCljbUbA,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']",1997,East,90s
2Pac,R U Still Down? [Remember Me],Do For Love,4AE7Lj39VnSZNOmGH2iZaq,0.874,0.63,1,-3.585,1,0.298,0.00479,0.0582,0.717,95.0,281600,4,72,1997-01-01,1ZwdS5xdxEREPySFridCfh,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1997,West,90s
Will Smith,Big Willie Style,Miami,6e8Ou0wiqAzIpWb2eSxll8,0.877,0.534,1,-6.178,1,0.15,1.67e-05,0.0441,0.89,108.17,197560,4,73,1997-10-03,3rWZHrfrsPBxVy692yAIxF,"['afrofuturism', 'pop', 'post-teen pop', 'pov: indie']",1997,Other,90s
Mase,Harlem World,Feel so Good,7hfRrdFJgFKK3cJ4rmkecE,0.821,0.703,11,-8.464,0,0.24,0.0,0.0816,0.536,105.154,203627,4,67,1997-01-01,3ycxRkcZ67ALN3GQJ57Vig,"['alternative r&b', 'indie soul']",1997,Other,90s
Wu-Tang Clan,Wu-Tang Forever,"Triumph (feat. Ol' Dirty Bastard, Inspectah Deck, Method Man, Cappadonna, U-God, RZA, GZA, Masta Killa, Ghostface Killah & Raekwon)",3glqlA5qY3bbo8UaUDGPnw,0.739,0.639,2,-6.959,1,0.358,2.74e-05,0.352,0.323,91.121,338187,4,67,1997-06-03,34EP7KEpOjXcM2TCat1ISk,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",1997,East,90s
The Notorious B.I.G.,Life After Death (2014 Remastered Edition),Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,4INDiWSKvqSKDEu7mh8HFz,0.845,0.884,6,-4.506,0,0.0759,2.1e-06,0.203,0.904,104.536,257400,4,80,1997-03-04,5me0Irg2ANcsgc93uaYrpb,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",1997,East,90s
Busta Rhymes,When Disaster Strikes...,Put Your Hands Where My Eyes Could See (feat. Jamal),1NHwvBmrUje4L1dxfWnXCH,0.906,0.623,1,-6.711,0,0.303,4.19e-06,0.0753,0.715,99.498,194293,4,60,1997-01-01,1YfEcTuGvBQ8xSD1f53UnK,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",1997,East,90s
Common,One Day It'll All Make Sense,Invocation,1zS4PMsHfkSXPkzrEkCkC6,0.753,0.539,6,-8.03,0,0.425,1.19e-05,0.0841,0.78,83.92,134040,4,56,1997-09-30,2GHclqNVjqGuiE5mA7BEoc,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'hardcore hip hop', 'hip hop', 'political hip hop']",1997,Midwest,90s
Diddy,No Way Out,Victory (feat. The Notorious B.I.G. & Busta Rhymes),2B9aYvlGefTIgKLhM6ia8t,0.609,0.731,9,-6.846,1,0.322,0.0,0.664,0.685,91.778,296267,4,65,1997-01-01,59wfkuBoNyhDMQGCljbUbA,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']",1997,East,90s
Missy Elliott,Supa Dupa Fly,The Rain (Supa Dupa Fly),2WRzpLD8qDRrxMXc63E5WJ,0.836,0.595,6,-9.338,1,0.201,0.00375,0.329,0.762,79.98,251000,4,58,1997-07-11,2wIVse2owClT7go1WT98tk,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']",1997,East,90s
Will Smith,Big Willie Style,Gettin' Jiggy Wit It,0weAUscowxeqDtpCgtbpgp,0.881,0.874,6,-4.505,1,0.139,1.14e-06,0.154,0.858,107.891,227933,4,73,1997-10-03,3rWZHrfrsPBxVy692yAIxF,"['afrofuturism', 'pop', 'post-teen pop', 'pov: indie']",1997,Other,90s
Mase,Harlem World,What You Want (feat. Total),6hxn98poTu1O4YZfafvC18,0.838,0.72,10,-6.593,0,0.384,1.11e-05,0.422,0.845,93.76,242947,4,67,1997-01-01,3ycxRkcZ67ALN3GQJ57Vig,"['alternative r&b', 'indie soul']",1997,Other,90s
2Pac,R U Still Down? [Remember Me],Hellrazor,1zM8jy4HqgLD12XgHatfch,0.837,0.884,8,-4.182,1,0.152,0.0,0.324,0.454,98.033,255000,4,72,1997-01-01,1ZwdS5xdxEREPySFridCfh,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1997,West,90s
Coolio,My Soul,C U When U Get There,6uWez0py1zc17F7hjp7jIt,0.76,0.585,3,-7.307,1,0.161,0.000468,0.308,0.455,91.179,311040,4,54,1997-08-26,3y24n3XhZ96wgwRXjvS17T,"['g funk', 'gangster rap', 'hip hop', 'west coast rap']",1997,West,90s
The Notorious B.I.G.,Life After Death (2014 Remastered Edition),Notorious Thugs - 2014 Remaster,19FsxX4RthRMZGfXkImdCb,0.704,0.873,11,-4.057,0,0.144,5.12e-06,0.24,0.742,154.914,366880,4,80,1997-03-04,5me0Irg2ANcsgc93uaYrpb,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",1997,East,90s
Diddy,No Way Out,Can't Nobody Hold Me Down (feat. Mase),1EM23A621Z0QyTlWKu7T1l,0.928,0.771,3,-5.935,0,0.251,1.07e-05,0.338,0.679,93.987,231160,4,65,1997-01-01,59wfkuBoNyhDMQGCljbUbA,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']",1997,East,90s
Master P,Ghetto D,Burbons And Lacs,1Xunvmk47Mju6oZlgzm2Ty,0.925,0.453,7,-5.921,1,0.109,5.99e-05,0.124,0.392,138.002,249933,4,56,1997-01-01,7zICaxnDB9ZprDSiFpvbbW,"['dirty south rap', 'gangster rap', 'new orleans rap', 'southern hip hop']",1997,South,90s
Will Smith,Big Willie Style,"Men In Black - From ""Men In Black"" Soundtrack",2FK7fxjzQEXD7Z32HSF0Hl,0.801,0.581,5,-8.491,0,0.0681,0.000318,0.0971,0.656,107.545,227267,4,73,1997-10-03,3rWZHrfrsPBxVy692yAIxF,"['afrofuturism', 'pop', 'post-teen pop', 'pov: indie']",1997,Other,90s
LL COOL J,Phenomenon,Phenomenon,7Jc0l11j0Ehx6smWHqDXtX,0.862,0.606,7,-8.136,1,0.276,4.87e-06,0.0706,0.485,105.972,244733,4,51,1997-01-01,1P8IfcNKwrkQP5xJWuhaOC,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'queens hip hop', 'rap']",1997,East,90s
The Notorious B.I.G.,Life After Death (2014 Remastered Edition),Ten Crack Commandments - 2014 Remaster,1Z7C8ClE8UEaH70jCCeJH2,0.612,0.85,1,-4.703,1,0.5,0.0,0.255,0.781,173.497,204027,4,80,1997-03-04,5me0Irg2ANcsgc93uaYrpb,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",1997,East,90s
Mack 10,Based On A True Story,Backyard Boogie,0Bbd5inN2znpGQkxZbqmmU,0.853,0.603,1,-7.85,1,0.226,0.0,0.0783,0.546,95.936,259181,4,48,1997-01-01,3USpNaxpX1iNqNnQWqg9ob,"['g funk', 'gangster rap', 'west coast rap']",1997,West,90s
EPMD,Out Of Business (Deluxe Edition),Da Joint,4opGTspdCCVK9IG1b4k8yp,0.831,0.59,1,-3.877,1,0.359,0.0,0.101,0.752,89.619,206693,4,52,1999-01-01,3zpKjsMg2gw1St5WcWoUJN,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop']",1999,East,90s
Mase,Harlem World,Lookin' at Me (feat. Puff Daddy),2dieHErJLwG7fOzD8WAtFO,0.743,0.516,11,-8.27,0,0.397,1.89e-05,0.273,0.614,188.247,255160,4,67,1997-01-01,3ycxRkcZ67ALN3GQJ57Vig,"['alternative r&b', 'indie soul']",1997,Other,90s
The Firm,The Album,Phone Tap,0kspjcYtht8TxQAYWceyHI,0.805,0.718,0,-4.86,1,0.268,0.0,0.156,0.795,89.412,226307,4,46,1997-01-01,4rPZAvpw9ObVO3HFGWSHwt,['supergroup'],1997,Other,90s
The Notorious B.I.G.,Life After Death (2014 Remastered Edition),Sky's the Limit (feat. 112) - 2014 Remaster,0xdYzkbBBfTevSyOJqWUSX,0.637,0.66,0,-4.792,1,0.162,0.0,0.09,0.503,90.876,329427,4,80,1997-03-04,5me0Irg2ANcsgc93uaYrpb,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",1997,East,90s
LL COOL J,Phenomenon,"4,3,2,1",2jpd11oy0FGFebu6BpKSse,0.68,0.764,6,-6.574,1,0.523,0.0,0.0978,0.789,99.309,256627,4,51,1997-01-01,1P8IfcNKwrkQP5xJWuhaOC,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'queens hip hop', 'rap']",1997,East,90s
Will Smith,Big Willie Style,Just The Two Of Us,01F8B0dhzGdWvmcSO6vUdi,0.805,0.638,1,-5.864,1,0.0806,0.0,0.322,0.644,94.52,315507,4,73,1997-10-03,3rWZHrfrsPBxVy692yAIxF,"['afrofuturism', 'pop', 'post-teen pop', 'pov: indie']",1997,Other,90s
Wyclef Jean,Wyclef Jean presents The Carnival featuring Refugee Allstars (feat. Refugee All Stars),Gone Till November (feat. The New York Philharmonic Orchestra),0jOXmNowR2j1hVpZMqnz9P,0.677,0.503,4,-9.027,1,0.0867,1.48e-05,0.182,0.417,85.926,207467,4,58,1997-06-24,7aBzpmFXB4WWpPl2F7RjBe,['rap kreyol'],1997,Other,90s
Diddy,No Way Out,"It's All About the Benjamins (feat. The Notorious B.I.G., Lil' Kim & The Lox) - Remix",3GMR3hyv8BccozoebVMve3,0.856,0.696,6,-3.51,1,0.226,8.75e-06,0.0901,0.718,89.738,278200,4,65,1997-01-01,59wfkuBoNyhDMQGCljbUbA,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']",1997,East,90s
Scarface,The Untouchable,Smile,6wvfISRCQBOEpIvhX6UsDj,0.724,0.399,5,-10.153,0,0.262,0.0,0.165,0.461,77.812,300693,4,44,1997-01-01,19KwjzvIL92r29IINtlPNP,"['conscious hip hop', 'dirty south rap', 'gangster rap', 'hardcore hip hop']",1997,South,90s
2Pac,R U Still Down? [Remember Me],I Wonder If Heaven Got A Ghetto,5UJ0jCifH0eFU0YTtEbfs6,0.885,0.732,7,-5.033,1,0.163,0.0,0.223,0.644,107.909,259720,4,72,1997-01-01,1ZwdS5xdxEREPySFridCfh,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1997,West,90s
Heavy D,Waterbed Hev,Big Daddy,1W9F8VPigP4dYlg1apN0gl,0.756,0.521,10,-8.266,0,0.504,0.0,0.147,0.591,178.391,249200,4,41,1997-01-01,4KHdmkq99PXA6QEJ2lKpA3,"['contemporary r&b', 'east coast hip hop', 'new jack swing', 'old school hip hop']",1997,East,90s
Mack 10,Based On A True Story,Inglewood Swangin',4VS7Gr9o2wRwDdCtPPMV6J,0.847,0.736,11,-7.195,0,0.218,0.0,0.889,0.563,94.4,238748,4,48,1997-01-01,3USpNaxpX1iNqNnQWqg9ob,"['g funk', 'gangster rap', 'west coast rap']",1997,West,90s
The Firm,The Album,Firm Fiasco,5ucGKPzv8fnJ5kA8JJQoES,0.783,0.64,7,-3.606,0,0.128,0.0,0.0843,0.595,87.909,267413,4,46,1997-01-01,4rPZAvpw9ObVO3HFGWSHwt,['supergroup'],1997,Other,90s
Warren G,Take A Look Over Your Shoulder (Reality),I Shot The Sheriff,5uC1sC1OmVKfU0m5opiY25,0.859,0.68,10,-9.213,0,0.159,1.09e-05,0.261,0.753,91.444,250240,4,41,1997-01-01,2B4ZHz4QDWJTXPFPgO5peE,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'west coast rap']",1997,West,90s
LL COOL J,Phenomenon,Candy,3hNUmGFKnwr6f4AOBEnNHo,0.585,0.731,10,-6.77,1,0.337,3.28e-06,0.222,0.679,89.419,272360,4,51,1997-01-01,1P8IfcNKwrkQP5xJWuhaOC,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'queens hip hop', 'rap']",1997,East,90s
Mack 10,Based On A True Story,W/S Foe Life,5tVz4Qg3nf1eXTl2O0B0O8,0.796,0.676,1,-5.071,1,0.123,0.0,0.852,0.783,94.151,159933,4,48,1997-01-01,3USpNaxpX1iNqNnQWqg9ob,"['g funk', 'gangster rap', 'west coast rap']",1997,West,90s
Mack 10,Based On A True Story,Only In California,1CUt54s7hvj1DLnQ23TAs4,0.892,0.681,1,-5.866,1,0.115,0.0,0.128,0.511,94.689,279893,4,48,1997-01-01,3USpNaxpX1iNqNnQWqg9ob,"['g funk', 'gangster rap', 'west coast rap']",1997,West,90s
Scarface,The Untouchable,Untouchable,2Owt9LIdOIY7wG7CuDtdMk,0.795,0.396,2,-13.878,1,0.127,1.13e-05,0.155,0.393,85.907,253840,4,44,1997-01-01,19KwjzvIL92r29IINtlPNP,"['conscious hip hop', 'dirty south rap', 'gangster rap', 'hardcore hip hop']",1997,South,90s
Scarface,The Untouchable,Southside,6VixF2QhUqNgcbH9SujeiQ,0.839,0.637,2,-9.563,1,0.268,0.000994,0.0622,0.475,79.942,133933,4,44,1997-01-01,19KwjzvIL92r29IINtlPNP,"['conscious hip hop', 'dirty south rap', 'gangster rap', 'hardcore hip hop']",1997,South,90s
LL COOL J,Phenomenon,Father,7JXFCtDRnftvbZjukyIRRB,0.754,0.519,7,-10.928,0,0.241,0.074,0.158,0.608,98.825,284667,4,51,1997-01-01,1P8IfcNKwrkQP5xJWuhaOC,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'queens hip hop', 'rap']",1997,East,90s
Diddy,No Way Out,Young G's (feat. The Notorious B.I.G. & Jay-Z),1z1btB03Hw1gYwSLPlt67z,0.753,0.525,6,-8.32,1,0.352,0.0,0.141,0.482,169.984,325733,4,65,1997-01-01,59wfkuBoNyhDMQGCljbUbA,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']",1997,East,90s
A Tribe Called Quest,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),Can I Kick It?,3Ti0GdlrotgwsAVBBugv0I,0.848,0.666,0,-6.547,1,0.274,0.000699,0.129,0.744,96.662,251573,4,67,1990-04-17,09hVIj6vWgoCDtT03h8ZCa,"['conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'jazz rap', 'queens hip hop']",1990,East,90s
LL COOL J,Mama Said Knock You Out,Mama Said Knock You Out,6C7ZgThn6Yan5MTZdAEEFw,0.791,0.759,10,-7.378,0,0.129,0.674,0.255,0.619,102.382,289693,4,58,1990-08-27,1P8IfcNKwrkQP5xJWuhaOC,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'queens hip hop', 'rap']",1990,East,90s
Vanilla Ice,To The Extreme,Ice Ice Baby,11d9oUiwHuYt216EFA2tiz,0.98,0.535,2,-16.035,1,0.058,1.68e-06,0.104,0.675,115.744,271467,4,57,1990-01-01,7GXXMm3DB1VswVcuGyInUd,"['hip house', 'miami hip hop']",1990,South,90s
MC Hammer,Please Hammer Don't Hurt 'Em,U Can't Touch This,1B75hgRqe7A4fwee3g3Wmu,0.867,0.517,11,-13.222,0,0.0875,0.000339,0.0864,0.866,133.148,257360,4,68,1990-02-20,2rblp9fJo16ZPTcKDtlmKW,"['hip hop', 'hip house']",1990,Other,90s
Ice Cube,AmeriKKKa's Most Wanted,The Nigga Ya Love To Hate,3Mzqw2mz9YMKjjCEmypYfZ,0.857,0.721,10,-12.702,0,0.341,0.0,0.178,0.594,109.806,193200,4,55,1990-03-16,3Mcii5XWf6E0lrY3Uky4cA,"['conscious hip hop', 'g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1990,West,90s
